Episode,Terminal State,Reward,Running Average
88702,BOUNDARY,-2000,30846.824389528985
88703,BOUNDARY,-2001,30846.45407708871
88704,BOUNDARY,-2002,30846.083761724385
88705,BOUNDARY,-2001,30845.713465982753
88706,BOUNDARY,-2001,30845.34317858995
88707,BOUNDARY,-2000,30844.972910818764
88708,BOUNDARY,-2000,30844.60265139559
88709,BOUNDARY,-2002,30844.232377774522
88710,BOUNDARY,-2002,30843.86211250141
88711,BOUNDARY,-2001,30843.49186684853
88712,BOUNDARY,-2002,30843.121618270357
88713,BOUNDARY,-2000,30842.751400583904
88714,BOUNDARY,-2002,30842.381168699416
88715,BOUNDARY,-2001,30842.01095643352
88716,BOUNDARY,-2002,30841.640741241714
88717,BOUNDARY,-2000,30841.270556939482
88718,BOUNDARY,-2001,30840.90036971077
88719,BOUNDARY,-2000,30840.530202098762
88720,BOUNDARY,-2001,30840.160031559964
88721,BOUNDARY,-2002,30839.789858094475
88722,BOUNDARY,-2000,30839.41971551588
88723,BOUNDARY,-2002,30839.049558738996
88724,BOUNDARY,-2002,30838.67941030612
88725,BOUNDARY,-2002,30838.309270216963
88726,BOUNDARY,-2001,30837.939149741902
88727,BOUNDARY,-2000,30837.569048880272
88728,BOUNDARY,-2002,30837.198933820215
88729,BOUNDARY,-2001,30836.828838373025
88730,BOUNDARY,-2002,30836.458739997746
88731,BOUNDARY,-2000,30836.088672504535
88732,BOUNDARY,-2001,30835.718602082678
88733,BOUNDARY,-2002,30835.348528732266
88734,BOUNDARY,-2002,30834.978463723037
88735,BOUNDARY,-2001,30834.608418324224
88736,BOUNDARY,-2001,30834.238381265775
88737,BOUNDARY,-2000,30833.868363816673
88738,BOUNDARY,-2002,30833.498332168856
88739,BOUNDARY,-2000,30833.12833139882
88740,BOUNDARY,-2002,30832.75831643002
88741,BOUNDARY,-2001,30832.38832106918
88742,BOUNDARY,-2002,30832.018322778393
88743,BOUNDARY,-2000,30831.64835536324
88744,BOUNDARY,-2001,30831.27838501758
88745,BOUNDARY,-2000,30830.908434277986
88746,BOUNDARY,-2002,30830.538469339463
88747,BOUNDARY,-2000,30830.16853527443
88748,BOUNDARY,-2001,30829.79859827827
88749,BOUNDARY,-2001,30829.428669618814
88750,BOUNDARY,-2000,30829.05876056338
88751,BOUNDARY,-2002,30828.688837308877
88752,BOUNDARY,-2001,30828.318933657833
88753,BOUNDARY,-2002,30827.94902707514
88754,BOUNDARY,-2002,30827.579128827998
88755,BOUNDARY,-2000,30827.209261450058
88756,BOUNDARY,-2000,30826.839402406596
88757,BOUNDARY,-2002,30826.469529163896
88758,BOUNDARY,-2002,30826.099664255617
88759,BOUNDARY,-2000,30825.7298302144
88760,BOUNDARY,-2000,30825.360004506536
88761,BOUNDARY,-2001,30824.990175865525
88762,BOUNDARY,-2002,30824.620344291478
88763,BOUNDARY,-2001,30824.250532316393
88764,BOUNDARY,-2002,30823.88071740796
88765,BOUNDARY,-2002,30823.51091083197
88766,BOUNDARY,-2001,30823.14112385373
88767,BOUNDARY,-2000,30822.771356472564
88768,BOUNDARY,-2001,30822.401586157175
88769,BOUNDARY,-2002,30822.03181290766
88770,BOUNDARY,-2001,30821.662059254253
88771,BOUNDARY,-2000,30821.292325196293
88772,BOUNDARY,-2002,30820.922576938676
88773,BOUNDARY,-2001,30820.55284827594
88774,BOUNDARY,-2000,30820.183139207427
88775,BOUNDARY,-2002,30819.813415939174
88776,BOUNDARY,-2000,30819.443723528882
88777,BOUNDARY,-2002,30819.074016918796
88778,BOUNDARY,-2000,30818.704341165605
88779,BOUNDARY,-2001,30818.334662476485
88780,BOUNDARY,-2001,30817.96499211534
88781,BOUNDARY,-2001,30817.595330081887
88782,BOUNDARY,-2002,30817.2256651123
88783,BOUNDARY,-2001,30816.856019733506
88784,BOUNDARY,-2000,30816.486393944855
88785,BOUNDARY,-2000,30816.116776482515
88786,BOUNDARY,-2002,30815.74714482013
88787,BOUNDARY,-2001,30815.377532746912
88788,BOUNDARY,-2000,30815.007940262196
88789,BOUNDARY,-2001,30814.638344840016
88790,BOUNDARY,-2002,30814.26874648046
88791,BOUNDARY,-2002,30813.899156446038
88792,BOUNDARY,-2000,30813.529597261015
88793,BOUNDARY,-2000,30813.160046400055
88794,BOUNDARY,-2000,30812.790503862874
88795,BOUNDARY,-2002,30812.4209471254
88796,BOUNDARY,-2000,30812.05142123519
88797,BOUNDARY,-2001,30811.681892406275
88798,BOUNDARY,-2001,30811.31237190027
88799,BOUNDARY,-2001,30810.942859716888
88800,BOUNDARY,-2002,30810.573344594595
88801,BOUNDARY,-2000,30810.203860316888
88802,BOUNDARY,-2000,30809.83438436071
88803,BOUNDARY,-2001,30809.464905464905
88804,BOUNDARY,-2000,30809.095446151074
88805,BOUNDARY,-2002,30808.725972636676
88806,BOUNDARY,-2000,30808.356529964192
88807,BOUNDARY,-2000,30807.987095611832
88808,BOUNDARY,-2002,30807.617647058825
88809,BOUNDARY,-2000,30807.248229346125
88810,BOUNDARY,-2001,30806.878808692716
88811,BOUNDARY,-2000,30806.509407618425
88812,BOUNDARY,-2000,30806.140014862856
88813,BOUNDARY,-2002,30805.7706079065
88814,BOUNDARY,-2002,30805.40120926881
88815,BOUNDARY,-2001,30805.03183020886
88816,BOUNDARY,-2002,30804.66244820753
88817,BOUNDARY,-2000,30804.29309704223
88818,BOUNDARY,-2001,30803.923742934992
88819,BOUNDARY,-2002,30803.554385885902
88820,BOUNDARY,-2001,30803.18504841252
88821,BOUNDARY,-2000,30802.81573051418
88822,BOUNDARY,-2000,30802.446420931752
88823,BOUNDARY,-2000,30802.07711966495
88824,BOUNDARY,-2002,30801.707804197064
88825,BOUNDARY,-2002,30801.33849704475
88826,BOUNDARY,-2002,30800.96919820773
88827,BOUNDARY,-2002,30800.599907685726
88828,BOUNDARY,-2000,30800.230647993874
88829,BOUNDARY,-2002,30799.8613741008
88830,BOUNDARY,-2000,30799.49213103681
88831,BOUNDARY,-2001,30799.122885028875
88832,BOUNDARY,-2000,30798.753658591497
88833,BOUNDARY,-2002,30798.384417952788
88834,BOUNDARY,-2002,30798.015185627126
88835,BOUNDARY,-2002,30797.645961614227
88836,BOUNDARY,-2002,30797.27674591382
88837,BOUNDARY,-2000,30796.907561038755
88838,BOUNDARY,-2000,30796.538384475112
88839,BOUNDARY,-2002,30796.16919370997
88840,BOUNDARY,-2000,30795.800033768573
88841,BOUNDARY,-2000,30795.430882137753
88842,BOUNDARY,-2000,30795.061738817225
88843,BOUNDARY,-2001,30794.692592550906
88844,BOUNDARY,-2001,30794.32345459457
88845,BOUNDARY,-2000,30793.9543362035
88846,BOUNDARY,-2000,30793.585226121602
88847,BOUNDARY,-2000,30793.2161243486
88848,BOUNDARY,-2001,30792.84701962903
88849,BOUNDARY,-2000,30792.477934473096
88850,BOUNDARY,-2002,30792.108835115363
88851,BOUNDARY,-2000,30791.7397665755
88852,BOUNDARY,-2000,30791.370706343132
88853,BOUNDARY,-2001,30791.00164316343
88854,BOUNDARY,-2001,30790.632588290904
88855,BOUNDARY,-2000,30790.263552979573
88856,BOUNDARY,-2002,30789.894503466283
88857,BOUNDARY,-2002,30789.525462259586
88858,BOUNDARY,-2002,30789.156429359202
88859,BOUNDARY,-2001,30788.787416018637
88860,BOUNDARY,-2001,30788.41841098357
88861,BOUNDARY,-2001,30788.04941425372
88862,BOUNDARY,-2000,30787.680437082217
88863,BOUNDARY,-2002,30787.31144570856
88864,BOUNDARY,-2002,30786.942462639538
88865,BOUNDARY,-2002,30786.573487874866
88866,BOUNDARY,-2000,30786.20454392006
88867,BOUNDARY,-2002,30785.835585762994
88868,BOUNDARY,-2001,30785.466647162084
88869,BOUNDARY,-2000,30785.097728116667
88870,BOUNDARY,-2001,30784.7288061213
88871,BOUNDARY,-2001,30784.35989242835
88872,BOUNDARY,-2000,30783.990998289675
88873,BOUNDARY,-2002,30783.622089948578
88874,BOUNDARY,-2002,30783.25318990931
88875,BOUNDARY,-2000,30782.884320675104
88876,BOUNDARY,-2000,30782.515459741662
88877,BOUNDARY,-2000,30782.1466071087
88878,BOUNDARY,-2001,30781.77775152456
88879,BOUNDARY,-2001,30781.408904240598
88880,BOUNDARY,-2002,30781.0400540054
88881,BOUNDARY,-2001,30780.67122332107
88882,BOUNDARY,-2002,30780.3023896852
88883,BOUNDARY,-2001,30779.933575599385
88884,BOUNDARY,-2002,30779.564758561723
88885,BOUNDARY,-2002,30779.195949822806
88886,BOUNDARY,-2002,30778.827149382356
88887,BOUNDARY,-2000,30778.45837974057
88888,BOUNDARY,-2002,30778.08959589596
88889,BOUNDARY,-2001,30777.72083159896
88890,BOUNDARY,-2002,30777.352064349194
88891,BOUNDARY,-2000,30776.983327895963
88892,BOUNDARY,-2001,30776.614588489403
88893,BOUNDARY,-2001,30776.245857379097
88894,BOUNDARY,-2002,30775.87712331541
88895,BOUNDARY,-2001,30775.508408796893
88896,BOUNDARY,-2001,30775.139702573793
88897,BOUNDARY,-2001,30774.771004645827
88898,BOUNDARY,-2002,30774.402303763865
88899,BOUNDARY,-2001,30774.03362242545
88900,BOUNDARY,-2000,30773.66496062992
88901,BOUNDARY,-2000,30773.296307128156
88902,BOUNDARY,-2001,30772.927650671525
88903,BOUNDARY,-2001,30772.55900250835
88904,BOUNDARY,-2002,30772.190351390265
88905,BOUNDARY,-2002,30771.821708565323
88906,BOUNDARY,-2002,30771.45307403325
88907,BOUNDARY,-2002,30771.08444779376
88908,BOUNDARY,-2000,30770.715852341746
88909,BOUNDARY,-2001,30770.347253933796
88910,BOUNDARY,-2002,30769.978652570015
88911,BOUNDARY,-2001,30769.6100707449
88912,BOUNDARY,-2002,30769.24148596365
88913,BOUNDARY,-2001,30768.872920720256
88914,BOUNDARY,-2002,30768.504352520413
88915,BOUNDARY,-2002,30768.13579261092
88916,BOUNDARY,-2002,30767.767240991496
88917,BOUNDARY,-2002,30767.398697661865
88918,BOUNDARY,-2002,30767.03016262174
88919,BOUNDARY,-2001,30766.66164711704
88920,BOUNDARY,-2001,30766.293139901034
88921,BOUNDARY,-2000,30765.924652219386
88922,BOUNDARY,-2000,30765.55617282562
88923,BOUNDARY,-2001,30765.18769047378
88924,BOUNDARY,-2000,30764.819227655076
88925,BOUNDARY,-2000,30764.45077312342
88926,BOUNDARY,-2001,30764.082315633223
88927,BOUNDARY,-2002,30763.71385518459
88928,BOUNDARY,-2002,30763.34540302267
88929,BOUNDARY,-2000,30762.976981637035
88930,BOUNDARY,-2001,30762.608557292253
88931,BOUNDARY,-2000,30762.240152477763
88932,BOUNDARY,-2002,30761.871733459273
88933,BOUNDARY,-2002,30761.503322726097
88934,BOUNDARY,-2001,30761.134931522254
88935,BOUNDARY,-2002,30760.766537358744
88936,BOUNDARY,-2001,30760.398162723755
88937,BOUNDARY,-2000,30760.02980761663
88938,BOUNDARY,-2001,30759.661449549123
88939,BOUNDARY,-2001,30759.293099765007
88940,BOUNDARY,-2001,30758.924758264
88941,BOUNDARY,-2002,30758.55641380241
88942,BOUNDARY,-2002,30758.18807762362
88943,BOUNDARY,-2000,30757.819772213665
88944,BOUNDARY,-2001,30757.45146384242
88945,BOUNDARY,-2002,30757.08315250998
88946,BOUNDARY,-2000,30756.714871944776
88947,BOUNDARY,-2002,30756.346577175173
88948,BOUNDARY,-2000,30755.97831317174
88949,BOUNDARY,-2001,30755.610046206253
88950,BOUNDARY,-2000,30755.24179876335
88951,BOUNDARY,-2002,30754.873537115942
88952,BOUNDARY,-2000,30754.505306232575
88953,BOUNDARY,-2000,30754.137083628433
88954,BOUNDARY,-2001,30753.76885806147
88955,BOUNDARY,-2002,30753.400629531785
88956,BOUNDARY,-2002,30753.032409280993
88957,BOUNDARY,-2000,30752.664219791586
88958,BOUNDARY,-2000,30752.296038580003
88959,BOUNDARY,-2002,30751.927843163703
88960,BOUNDARY,-2002,30751.55965602518
88961,BOUNDARY,-2001,30751.19148840503
88962,BOUNDARY,-2002,30750.823317821094
88963,BOUNDARY,-2001,30750.455166754717
88964,BOUNDARY,-2001,30750.08702396475
88965,BOUNDARY,-2002,30749.718878210533
88966,BOUNDARY,-2002,30749.350740732414
88967,BOUNDARY,-2001,30748.98262277024
88968,BOUNDARY,-2000,30748.61452432335
88969,BOUNDARY,-2002,30748.24641167148
88970,BOUNDARY,-2001,30747.878318534338
88971,BOUNDARY,-2000,30747.510244911264
88972,BOUNDARY,-2000,30747.14217956211
88973,BOUNDARY,-2001,30746.774111247232
88974,BOUNDARY,-2000,30746.40606244521
88975,BOUNDARY,-2001,30746.038010677155
88976,BOUNDARY,-2001,30745.669967182163
88977,BOUNDARY,-2001,30745.301931959944
88978,BOUNDARY,-2000,30744.93391624896
88979,BOUNDARY,-2001,30744.565897571338
88980,BOUNDARY,-2001,30744.197887165654
88981,BOUNDARY,-2002,30743.829873793282
88982,BOUNDARY,-2002,30743.461868692546
88983,BOUNDARY,-2002,30743.093871863166
88984,BOUNDARY,-2001,30742.72589454284
88985,BOUNDARY,-2000,30742.35793673091
88986,BOUNDARY,-2001,30741.989975951274
88987,BOUNDARY,-2000,30741.62203467922
88988,BOUNDARY,-2001,30741.25409043916
88989,BOUNDARY,-2001,30740.88615446853
88990,BOUNDARY,-2000,30740.51823800427
88991,BOUNDARY,-2001,30740.15031857154
88992,BOUNDARY,-2000,30739.782418644372
88993,BOUNDARY,-2001,30739.41451574843
88994,BOUNDARY,-2000,30739.046632357236
88995,BOUNDARY,-2002,30738.67873476038
88996,BOUNDARY,-2000,30738.310867904176
88997,BOUNDARY,-2000,30737.94300931492
88998,BOUNDARY,-2001,30737.575147756128
88999,BOUNDARY,-2000,30737.207305700063
89000,BOUNDARY,-2002,30736.8394494382
89001,BOUNDARY,-2001,30736.47161267851
89002,BOUNDARY,-2000,30736.103795420328
89003,BOUNDARY,-2002,30735.73596395627
89004,BOUNDARY,-2000,30735.36816322862
89005,BOUNDARY,-2002,30735.000348295038
89006,BOUNDARY,-2002,30734.632541626408
89007,BOUNDARY,-2000,30734.264765692587
89008,BOUNDARY,-2002,30733.896975552758
89009,BOUNDARY,-2002,30733.529193677045
89010,BOUNDARY,-2001,30733.161431299854
89011,BOUNDARY,-2002,30732.793665951398
89012,BOUNDARY,-2002,30732.425908866222
89013,BOUNDARY,-2000,30732.05818251267
89014,BOUNDARY,-2000,30731.69046442133
89015,BOUNDARY,-2000,30731.32275459192
89016,BOUNDARY,-2002,30730.955030556306
89017,BOUNDARY,-2001,30730.58732601638
89018,BOUNDARY,-2002,30730.21961850412
89019,BOUNDARY,-2001,30729.85193048675
89020,BOUNDARY,-2002,30729.48423949674
89021,BOUNDARY,-2002,30729.116556767505
89022,BOUNDARY,-2000,30728.748904765114
89023,BOUNDARY,-2000,30728.381261022434
89024,BOUNDARY,-2002,30728.01360307333
89025,BOUNDARY,-2000,30727.645975849482
89026,BOUNDARY,-2001,30727.278345651834
89027,BOUNDARY,-2002,30726.910712480483
89028,BOUNDARY,-2002,30726.543087567956
89029,BOUNDARY,-2002,30726.17547091397
89030,BOUNDARY,-2000,30725.80788498259
89031,BOUNDARY,-2002,30725.440284844604
89032,BOUNDARY,-2000,30725.07271542816
89033,BOUNDARY,-2000,30724.705154268642
89034,BOUNDARY,-2001,30724.337590134106
89035,BOUNDARY,-2002,30723.970023024653
89036,BOUNDARY,-2000,30723.60248663462
89037,BOUNDARY,-2000,30723.234958500398
89038,BOUNDARY,-2002,30722.86741615939
89039,BOUNDARY,-2001,30722.49989330518
89040,BOUNDARY,-2001,30722.1323787062
89041,BOUNDARY,-2000,30721.76488359295
89042,BOUNDARY,-2000,30721.397396734126
89043,BOUNDARY,-2001,30721.029906898915
89044,BOUNDARY,-2001,30720.66242531782
89045,BOUNDARY,-2002,30720.29494076029
89046,BOUNDARY,-2002,30719.927464456574
89047,BOUNDARY,-2002,30719.55999640639
89048,BOUNDARY,-2001,30719.192547839368
89049,BOUNDARY,-2000,30718.82511875484
89050,BOUNDARY,-2001,30718.45768669287
89051,BOUNDARY,-2001,30718.090262883066
89052,BOUNDARY,-2002,30717.722836095763
89053,BOUNDARY,-2000,30717.355440018866
89054,BOUNDARY,-2001,30716.988040963908
89055,BOUNDARY,-2001,30716.620650160014
89056,BOUNDARY,-2002,30716.253256378008
89057,BOUNDARY,-2001,30715.885882075523
89058,BOUNDARY,-2001,30715.518516023265
89059,BOUNDARY,-2002,30715.151146992444
89060,BOUNDARY,-2000,30714.783808668315
89061,BOUNDARY,-2000,30714.416478593324
89062,BOUNDARY,-2002,30714.049134310928
89063,BOUNDARY,-2002,30713.681798277623
89064,BOUNDARY,-2001,30713.31448172101
89065,BOUNDARY,-2000,30712.94718464043
89066,BOUNDARY,-2002,30712.579873352344
89067,BOUNDARY,-2000,30712.212592767242
89068,BOUNDARY,-2001,30711.84530920196
89069,BOUNDARY,-2000,30711.478045111093
89070,BOUNDARY,-2002,30711.11076681262
89071,BOUNDARY,-2000,30710.743519215008
89072,BOUNDARY,-2000,30710.37627986348
89073,BOUNDARY,-2002,30710.009026304266
89074,BOUNDARY,-2001,30709.641792217706
89075,BOUNDARY,-2001,30709.274566376647
89076,BOUNDARY,-2001,30708.907348780816
89077,BOUNDARY,-2002,30708.540128203687
89078,BOUNDARY,-2000,30708.172938323718
89079,BOUNDARY,-2002,30707.805734235902
89080,BOUNDARY,-2002,30707.438538392456
89081,BOUNDARY,-2000,30707.071373244577
89082,BOUNDARY,-2001,30706.70420511439
89083,BOUNDARY,-2001,30706.337045227483
89084,BOUNDARY,-2001,30705.969893583584
89085,BOUNDARY,-2002,30705.602738957175
89086,BOUNDARY,-2000,30705.235615023685
89087,BOUNDARY,-2001,30704.86848810713
89088,BOUNDARY,-2001,30704.50136943247
89089,BOUNDARY,-2000,30704.134270224156
89090,BOUNDARY,-2000,30703.76717925693
89091,BOUNDARY,-2002,30703.400074081557
89092,BOUNDARY,-2000,30703.032999595922
89093,BOUNDARY,-2002,30702.66591090209
89094,BOUNDARY,-2002,30702.29883044874
89095,BOUNDARY,-2000,30701.93178068354
89096,BOUNDARY,-2001,30701.564727933914
89097,BOUNDARY,-2001,30701.197683423685
89098,BOUNDARY,-2000,30700.83065837617
89099,BOUNDARY,-2001,30700.463630343776
89100,BOUNDARY,-2001,30700.096610549943
89101,BOUNDARY,-2001,30699.7295989944
89102,BOUNDARY,-2001,30699.362595676866
89103,BOUNDARY,-2000,30698.995611820028
89104,BOUNDARY,-2001,30698.628624977555
89105,BOUNDARY,-2002,30698.26163514954
89106,BOUNDARY,-2001,30697.89466478127
89107,BOUNDARY,-2002,30697.52769142716
89108,BOUNDARY,-2000,30697.160748754322
89109,BOUNDARY,-2001,30696.793803095086
89110,BOUNDARY,-2000,30696.426876893725
89111,BOUNDARY,-2002,30696.05993648371
89112,BOUNDARY,-2002,30695.693004309185
89113,BOUNDARY,-2001,30695.326091591574
89114,BOUNDARY,-2001,30694.95918710865
89115,BOUNDARY,-2002,30694.59227963867
89116,BOUNDARY,-2000,30694.22540284573
89117,BOUNDARY,-2001,30693.858523065184
89118,BOUNDARY,-2001,30693.491651518212
89119,BOUNDARY,-2001,30693.124788204535
89120,BOUNDARY,-2002,30692.757921903052
89121,BOUNDARY,-2002,30692.391063834562
89122,BOUNDARY,-2001,30692.024225219364
89123,BOUNDARY,-2000,30691.6574060568
89124,BOUNDARY,-2002,30691.290572685248
89125,BOUNDARY,-2000,30690.923769985973
89126,BOUNDARY,-2001,30690.556964297735
89127,BOUNDARY,-2002,30690.190155620632
89128,BOUNDARY,-2002,30689.82335517458
89129,BOUNDARY,-2002,30689.456562959305
89130,BOUNDARY,-2000,30689.089801413666
89131,BOUNDARY,-2001,30688.723036878302
89132,BOUNDARY,-2000,30688.356291791948
89133,BOUNDARY,-2000,30687.98955493476
89134,BOUNDARY,-2000,30687.62282630646
89135,BOUNDARY,-2002,30687.256083468896
89136,BOUNDARY,-2002,30686.889348860168
89137,BOUNDARY,-2002,30686.522622480003
89138,BOUNDARY,-2002,30686.15590432812
89139,BOUNDARY,-2000,30685.789216841113
89140,BOUNDARY,-2000,30685.422537581333
89141,BOUNDARY,-2001,30685.05585533032
89142,BOUNDARY,-2001,30684.689181306232
89143,BOUNDARY,-2001,30684.32251550879
89144,BOUNDARY,-2002,30683.955846719913
89145,BOUNDARY,-2001,30683.589197375062
89146,BOUNDARY,-2002,30683.222545038476
89147,BOUNDARY,-2000,30682.855923362535
89148,BOUNDARY,-2000,30682.48930991161
89149,BOUNDARY,-2001,30682.122693468238
89150,BOUNDARY,-2002,30681.756074032528
89151,BOUNDARY,-2000,30681.389485255353
89152,BOUNDARY,-2002,30681.022882268484
89153,BOUNDARY,-2002,30680.65628750575
89154,BOUNDARY,-2002,30680.289700966867
89155,BOUNDARY,-2000,30679.9231450844
89156,BOUNDARY,-2000,30679.55659742474
89157,BOUNDARY,-2000,30679.190057987595
89158,BOUNDARY,-2002,30678.82350434061
89159,BOUNDARY,-2000,30678.45698134793
89160,BOUNDARY,-2001,30678.090455361147
89161,BOUNDARY,-2000,30677.7239488117
89162,BOUNDARY,-2002,30677.35742805231
89163,BOUNDARY,-2000,30676.990937945113
89164,BOUNDARY,-2001,30676.62444484321
89165,BOUNDARY,-2000,30676.25797117703
89166,BOUNDARY,-2000,30675.891505730884
89167,BOUNDARY,-2002,30675.52502607467
89168,BOUNDARY,-2000,30675.158577068007
89169,BOUNDARY,-2002,30674.792113851225
89170,BOUNDARY,-2001,30674.42567006841
89171,BOUNDARY,-2002,30674.05922329008
89172,BOUNDARY,-2000,30673.692807159197
89173,BOUNDARY,-2001,30673.326388032252
89174,BOUNDARY,-2002,30672.959965909347
89175,BOUNDARY,-2002,30672.593552004484
89176,BOUNDARY,-2002,30672.227146317397
89177,BOUNDARY,-2002,30671.860748847797
89178,BOUNDARY,-2002,30671.494359595417
89179,BOUNDARY,-2002,30671.127978559976
89180,BOUNDARY,-2002,30670.761605741198
89181,BOUNDARY,-2002,30670.39524113881
89182,BOUNDARY,-2002,30670.02888475253
89183,BOUNDARY,-2000,30669.662559007884
89184,BOUNDARY,-2000,30669.296241478292
89185,BOUNDARY,-2000,30668.92993216348
89186,BOUNDARY,-2000,30668.56363106317
89187,BOUNDARY,-2000,30668.197338177088
89188,BOUNDARY,-2000,30667.831053504957
89189,BOUNDARY,-2001,30667.464765834353
89190,BOUNDARY,-2001,30667.098486377396
89191,BOUNDARY,-2001,30666.732215133812
89192,BOUNDARY,-2000,30666.365963315096
89193,BOUNDARY,-2000,30665.999719708947
89194,BOUNDARY,-2001,30665.63347310357
89195,BOUNDARY,-2000,30665.267245921856
89196,BOUNDARY,-2000,30664.90102695188
89197,BOUNDARY,-2000,30664.53481619337
89198,BOUNDARY,-2000,30664.168613646045
89199,BOUNDARY,-2002,30663.80239688786
89200,BOUNDARY,-2000,30663.43621076233
89201,BOUNDARY,-2002,30663.07001042589
89202,BOUNDARY,-2002,30662.703818300037
89203,BOUNDARY,-2001,30662.33764559488
89204,BOUNDARY,-2002,30661.971469889242
89205,BOUNDARY,-2002,30661.605302393364
89206,BOUNDARY,-2000,30661.239165526982
89207,BOUNDARY,-2001,30660.87302565942
89208,BOUNDARY,-2002,30660.50688279078
89209,BOUNDARY,-2002,30660.140748130794
89210,BOUNDARY,-2000,30659.774644098194
89211,BOUNDARY,-2001,30659.408537063817
89212,BOUNDARY,-2001,30659.042438237007
89213,BOUNDARY,-2001,30658.6763476175
89214,BOUNDARY,-2000,30658.310276414017
89215,BOUNDARY,-2001,30657.94420220815
89216,BOUNDARY,-2000,30657.578147417502
89217,BOUNDARY,-2000,30657.2121008328
89218,BOUNDARY,-2002,30656.846040036762
89219,BOUNDARY,-2002,30656.47998744662
89220,BOUNDARY,-2002,30656.113943062093
89221,BOUNDARY,-2002,30655.74790688291
89222,BOUNDARY,-2002,30655.38187890879
89223,BOUNDARY,-2002,30655.01585913946
89224,BOUNDARY,-2002,30654.649847574645
89225,BOUNDARY,-2001,30654.283855421687
89226,BOUNDARY,-2002,30653.917860264944
89227,BOUNDARY,-2002,30653.55187331189
89228,BOUNDARY,-2001,30653.18590576949
89229,BOUNDARY,-2002,30652.819935222855
89230,BOUNDARY,-2000,30652.453995293065
89231,BOUNDARY,-2000,30652.088063565352
89232,BOUNDARY,-2002,30651.722117625963
89233,BOUNDARY,-2002,30651.356179888608
89234,BOUNDARY,-2001,30650.990261559495
89235,BOUNDARY,-2002,30650.624340225248
89236,BOUNDARY,-2001,30650.258438298446
89237,BOUNDARY,-2001,30649.892544572318
89238,BOUNDARY,-2002,30649.526647840605
89239,BOUNDARY,-2001,30649.160770515133
89240,BOUNDARY,-2000,30648.794912595247
89241,BOUNDARY,-2000,30648.42906287469
89242,BOUNDARY,-2002,30648.063198942204
89243,BOUNDARY,-2001,30647.69735441435
89244,BOUNDARY,-2001,30647.331518085248
89245,BOUNDARY,-2002,30646.96567874951
89246,BOUNDARY,-2001,30646.5998588172
89247,BOUNDARY,-2002,30646.23403587796
89248,BOUNDARY,-2001,30645.86823234134
89249,BOUNDARY,-2000,30645.502448206702
89250,BOUNDARY,-2001,30645.136661064425
89251,BOUNDARY,-2002,30644.77087091461
89252,BOUNDARY,-2000,30644.40511137005
89253,BOUNDARY,-2001,30644.039348817405
89254,BOUNDARY,-2000,30643.67360566473
89255,BOUNDARY,-2001,30643.307859503668
89256,BOUNDARY,-2000,30642.942132741777
89257,BOUNDARY,-2000,30642.576414174797
89258,BOUNDARY,-2001,30642.210692598983
89259,BOUNDARY,-2001,30641.84497921778
89260,BOUNDARY,-2002,30641.479262827695
89261,BOUNDARY,-2000,30641.113577038122
89262,BOUNDARY,-2000,30640.747899442093
89263,BOUNDARY,-2002,30640.382207633622
89264,BOUNDARY,-2002,30640.01652401864
89265,BOUNDARY,-2001,30639.650859799473
89266,BOUNDARY,-2001,30639.285203772994
89267,BOUNDARY,-2000,30638.919567141274
89268,BOUNDARY,-2001,30638.553927499215
89269,BOUNDARY,-2000,30638.18830725112
89270,BOUNDARY,-2000,30637.822695194354
89271,BOUNDARY,-2001,30637.457080126806
89272,BOUNDARY,-2002,30637.09146204857
89273,BOUNDARY,-2002,30636.725852161348
89274,BOUNDARY,-2001,30636.36026166633
89275,BOUNDARY,-2002,30635.99466816018
89276,BOUNDARY,-2000,30635.62910524665
89277,BOUNDARY,-2002,30635.263528120344
89278,BOUNDARY,-2002,30634.897959183672
89279,BOUNDARY,-2002,30634.532398436364
89280,BOUNDARY,-2001,30634.166857078853
89281,BOUNDARY,-2000,30633.801335110493
89282,BOUNDARY,-2000,30633.435821330168
89283,BOUNDARY,-2001,30633.070304537257
89284,BOUNDARY,-2002,30632.704784731868
89285,BOUNDARY,-2000,30632.339295514364
89286,BOUNDARY,-2001,30631.97380328383
89287,BOUNDARY,-2001,30631.608319240204
89288,BOUNDARY,-2000,30631.242854582924
89289,BOUNDARY,-2002,30630.877375712575
89290,BOUNDARY,-2002,30630.511905028558
89291,BOUNDARY,-2001,30630.14645372994
89292,BOUNDARY,-2002,30629.780999417642
89293,BOUNDARY,-2002,30629.41555329085
89294,BOUNDARY,-2002,30629.050115349295
89295,BOUNDARY,-2001,30628.684696791533
89296,BOUNDARY,-2000,30628.319297616916
89297,BOUNDARY,-2002,30627.953884229035
89298,BOUNDARY,-2002,30627.588479025286
89299,BOUNDARY,-2001,30627.22309320373
89300,BOUNDARY,-2002,30626.8577043673
89301,BOUNDARY,-2002,30626.49232371418
89302,BOUNDARY,-2000,30626.126973640006
89303,BOUNDARY,-2001,30625.76162055026
89304,BOUNDARY,-2001,30625.39627564275
89305,BOUNDARY,-2002,30625.030927719614
89306,BOUNDARY,-2001,30624.665599175867
89307,BOUNDARY,-2001,30624.30027881353
89308,BOUNDARY,-2002,30623.934955435125
